% Data generated on Tue Jan 19 19:00:18 GMT 2016
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE y9 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE y10 NUMERIC
@ATTRIBUTE z10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE y11 NUMERIC
@ATTRIBUTE z11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE y12 NUMERIC
@ATTRIBUTE z12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE y13 NUMERIC
@ATTRIBUTE z13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE y14 NUMERIC
@ATTRIBUTE z14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE y15 NUMERIC
@ATTRIBUTE z15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE y16 NUMERIC
@ATTRIBUTE z16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE y17 NUMERIC
@ATTRIBUTE z17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE y18 NUMERIC
@ATTRIBUTE z18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE y19 NUMERIC
@ATTRIBUTE z19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE y20 NUMERIC
@ATTRIBUTE z20 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
0.3127,0.3068,0.7095,0.3831,0.2228,0.5883,0.1065,0.0899,1.0339,0.0088,-0.2160,0.9841,0.1739,-0.2414,0.5785,0.2150,-0.2424,0.4085,0.2287,-0.1915,0.3029,0.1808,-0.0967,0.3371,-0.3840,0.1036,0.9078,-0.8150,-0.1349,1.0398,-0.8150,-0.0733,1.3339,-0.8648,-0.2326,1.5948,-0.4417,0.2375,0.9108,-0.1681,0.3997,0.7984,0.1339,0.1143,0.4339,0.1241,0.0244,1.0505,0.4437,0.1329,0.2736,0.3762,0.2853,0.2961,0.1309,0.2365,0.4935,0.1710,0.2013,0.4173,EX_TROU
0.1241,0.0244,1.0505,0.4437,0.1329,0.2736,0.3762,0.2853,0.2961,0.1309,0.2365,0.4935,0.1710,0.2013,0.4173,-0.5170,0.0371,1.0818,-0.5912,-0.0567,1.1981,-0.4329,-0.3283,0.8346,-0.6704,-0.1730,1.0769,-0.7701,0.1896,1.1815,-0.7407,-0.0684,1.1981,-0.7407,-0.0684,1.1981,-0.7163,-0.0938,1.1267,-0.2453,-0.0137,0.6606,-0.3704,0.0498,1.2938,0.1124,-0.0381,1.1795,0.3147,0.0606,0.5453,0.2541,0.1534,0.6899,0.3674,0.3117,0.3821,-0.0674,0.3557,0.6801,EX_TROU
0.2541,0.1534,0.6899,0.3674,0.3117,0.3821,-0.0674,0.3557,0.6801,-0.0674,-0.2443,0.4339,-0.6235,-0.5942,1.2030,-0.7642,-0.7534,1.2684,-0.2756,0.4818,0.9323,-0.5111,0.2492,1.1013,-0.6362,0.2257,0.8258,-0.6655,-0.1036,0.9890,-0.9890,0.0489,1.0378,-0.8228,0.2003,0.8541,-0.5326,0.1290,1.1248,-0.3264,0.0547,0.8648,-0.2707,-0.0606,1.0222,-0.1720,-0.1046,0.9645,0.1632,0.2160,0.6059,0.3997,0.0557,0.6225,0.2130,0.0801,0.5551,0.5062,0.2111,0.3498,EX_TROU
0.1632,0.2160,0.6059,0.3997,0.0557,0.6225,0.2130,0.0801,0.5551,0.5062,0.2111,0.3498,0.0117,0.3059,1.0007,-0.2619,-0.2717,1.2567,0.1446,-0.0948,0.7075,-0.7368,0.5443,1.2225,0.3235,-0.0117,-0.0283,-0.1173,-0.0450,0.5375,-0.5179,0.2834,1.0466,-0.6362,0.3274,1.0378,-0.6391,-0.0645,1.2303,-0.5932,-0.3987,1.1521,-0.5238,0.1827,1.2313,-0.3166,0.1808,1.0144,-0.1085,0.1642,0.9215,-0.0039,-0.0723,0.6626,0.1026,-0.0489,0.5130,0.4427,0.0840,0.5981,EX_TROU
0.1026,-0.0489,0.5130,0.4427,0.0840,0.5981,0.4016,0.1446,0.5599,0.1417,0.7124,0.5560,0.0880,0.6811,0.6069,-0.3968,-0.2091,1.2127,-0.4300,-0.3176,1.3105,-0.2560,0.0899,0.8844,-0.8062,0.0586,1.0994,-0.6479,-0.3020,1.1033,-0.9166,-0.3137,1.2763,-0.6860,-0.1368,0.9782,-0.7486,-0.1710,1.0378,-0.7427,0.0371,1.0877,-0.7730,0.3469,1.2147,-0.2521,-0.2678,1.0632,-0.1134,-0.1710,0.7818,0.2384,-0.1554,0.4007,0.4085,0.0684,0.4525,0.3166,0.2081,0.6147,EX_TROU
-0.2521,-0.2678,1.0632,-0.1134,-0.1710,0.7818,0.2384,-0.1554,0.4007,0.4085,0.0684,0.4525,0.3166,0.2081,0.6147,0.4270,-0.0068,0.4779,0.4378,0.0303,0.3655,-0.0586,0.0625,0.7671,0.0020,-0.2189,0.5766,-0.8844,-0.7026,0.9684,-0.9460,-0.7075,0.9215,-0.7446,-0.0264,1.1922,-0.7417,-0.1300,1.2430,-0.5942,-0.3928,0.9762,-0.7935,-0.0420,1.3017,-0.5003,0.0205,1.1062,-0.1505,-0.0860,0.6469,-0.0987,0.1231,0.8346,0.0694,0.0606,0.4476,0.1632,0.2179,0.3254,EX_TROU
0.1632,0.2179,0.3254,0.1114,-0.1300,0.8619,0.4847,0.4915,0.4143,0.3889,0.1026,0.3870,0.3547,0.3821,0.4310,-0.3323,0.1476,1.2870,-0.2121,-0.4153,1.1756,0.0938,-0.6772,0.6264,-0.2492,-0.0303,0.9714,-0.4613,-0.0801,1.0310,-0.9186,-0.1495,1.3153,-0.7632,-0.2785,1.2303,-0.6694,-0.2775,1.1697,-0.6254,0.0616,1.2079,-0.5834,0.0625,1.1805,-0.3088,-0.1847,1.0564,0.1114,0.0313,0.5902,0.1300,-0.2414,0.8160,0.1476,-0.1915,0.5873,0.2414,0.3381,0.4779,EX_TROU
-0.0381,0.0352,0.9205,-0.0557,0.0332,0.9176,-0.0586,0.1143,0.8893,-0.0557,0.1270,0.9039,-0.0479,0.1231,0.9235,-0.0537,0.6069,0.8922,-0.1954,0.6274,1.1121,-0.0528,-0.1671,1.0818,0.1681,-0.9762,0.9069,0.4622,-0.6069,0.7857,0.2541,0.0967,0.6635,0.2648,0.3655,0.6792,0.2756,0.7417,0.3909,0.2697,0.4212,0.6459,-0.4945,-0.6352,1.3564,-0.0420,-0.5248,0.8375,0.1124,-0.0430,0.8385,0.1476,0.1759,0.6714,-0.4515,-0.1691,1.1346,-0.4808,-0.2140,1.1551,EX_PEAK
-0.6264,-0.2277,0.9919,-0.4671,-0.1720,0.8600,-0.6313,0.3821,1.2704,-0.2482,0.2345,1.1844,-0.2160,0.2424,1.1238,0.0752,-0.0469,0.7476,0.0195,-0.3713,0.8678,0.1632,0.1046,0.5805,0.3010,0.0450,0.4495,-0.1466,0.1407,0.7202,0.2766,0.5209,0.4192,-0.2951,0.0059,1.0319,0.0880,-0.1349,0.5854,-0.2590,-0.0743,0.8717,-0.4329,0.3137,0.9499,-0.8306,0.4720,1.0300,-0.9186,0.4456,1.0779,-1.3163,-0.2932,1.7082,-0.4886,-0.8091,0.6977,-0.0919,0.1769,1.2880,EX_PEAK
-0.9186,0.4456,1.0779,-1.3163,-0.2932,1.7082,-0.4886,-0.8091,0.6977,-0.0919,0.1769,1.2880,0.1925,0.4153,0.7925,0.1661,-0.1046,0.8424,0.1994,-0.1143,0.7173,0.3010,0.1847,0.4055,0.4407,0.0782,0.0420,-0.3772,0.1700,0.4906,0.4339,0.6039,0.1437,-0.6176,-0.0274,1.2508,0.3733,-0.3938,0.2795,0.0752,0.2287,0.7476,-0.5922,0.1554,1.0515,-0.8179,0.2042,1.0271,-0.9938,0.0938,1.0984,-1.0837,-0.3313,1.3730,-1.2479,-0.0537,1.8040,-0.3958,-0.3068,0.7710,EX_PEAK
-0.8179,0.2042,1.0271,-0.9938,0.0938,1.0984,-1.0837,-0.3313,1.3730,-1.2479,-0.0537,1.8040,-0.3958,-0.3068,0.7710,-0.1524,-0.0195,0.5170,0.1534,0.1134,0.7085,0.3166,-0.1847,0.6323,0.1241,-0.0225,0.8414,0.2394,0.1222,0.5091,0.2511,0.2277,0.6372,0.3968,-0.2003,0.5609,0.1534,0.2189,0.4427,0.1202,0.5394,0.8316,-0.0577,0.0508,0.6499,-0.6557,-0.2912,0.9538,-0.7368,0.2629,1.1639,-0.9157,0.2521,1.1873,-1.0925,-0.0479,1.6671,-1.1971,-0.0342,1.7805,EX_PEAK
-0.7368,0.2629,1.1639,-0.9157,0.2521,1.1873,-1.0925,-0.0479,1.6671,-1.1971,-0.0342,1.7805,-0.4065,-0.5121,0.7876,-0.1036,0.0293,0.7192,0.2179,-0.1397,0.6059,0.2081,-0.0068,0.5306,0.4007,0.1710,0.4730,0.2902,0.1749,0.7730,0.4515,-0.1915,-0.1867,-0.1427,-0.1241,1.3056,0.1476,1.0046,0.2062,-0.6762,-0.5629,1.0544,-0.6372,-0.3674,1.2186,-0.2746,-0.0537,0.6264,-0.6870,0.4798,0.9577,-1.2049,0.0967,1.3857,-1.3408,0.0147,1.8489,-0.8697,-0.3704,1.1649,EX_PEAK
-0.6870,0.4798,0.9577,-1.2049,0.0967,1.3857,-1.3408,0.0147,1.8489,-0.8697,-0.3704,1.1649,-0.0850,-0.2404,0.3772,-0.0078,-0.1798,0.8727,0.2121,-0.1612,0.5795,0.2404,0.1358,0.7368,0.3977,0.1573,0.4055,0.1007,0.1016,0.6733,0.5091,0.2678,0.0029,0.0098,0.4143,1.3046,0.5082,0.2189,0.0948,-0.0332,-0.0821,0.9215,-0.2404,-0.2111,0.8648,-0.2404,-0.2111,0.8648,-0.1788,0.1935,0.6909,-0.7661,-0.0098,0.8736,-1.2352,0.1847,1.2665,-1.0144,-0.3254,1.1971,EX_PEAK
-1.1062,-0.0450,1.5704,-0.5472,-0.1407,0.8160,-0.0733,-0.0577,0.5560,-0.0078,0.1437,0.7525,0.1935,-0.4759,0.7085,0.1456,-0.0586,0.7603,0.3616,0.2932,0.5170,0.3469,0.1495,0.5551,0.4163,0.1808,0.2902,0.3899,0.9391,0.1984,0.6078,1.0417,0.1495,0.4183,-0.3068,0.4280,0.2902,0.1251,0.3733,-0.8590,-0.1016,1.5264,-0.8140,-0.1397,1.5939,-0.6919,-0.1290,1.5323,-0.5209,-0.4700,0.6225,-1.0124,-0.0059,1.4238,-0.9890,0.0283,1.6388,-1.1805,0.4368,1.5587,EX_PEAK
-0.9890,0.0283,1.6388,-1.1805,0.4368,1.5587,-0.3010,-0.4564,0.0489,-0.1192,-0.0958,1.2079,0.0899,-0.0919,0.3186,0.3332,-0.2736,0.5189,0.1759,-0.0147,0.5727,0.4798,0.3958,0.4544,0.5189,0.0020,0.6254,0.3528,0.3850,0.6157,0.6723,0.6332,0.4251,0.4124,0.5150,1.0437,0.1544,-0.4788,1.2802,0.5238,0.1896,0.1583,-0.4466,-0.0186,1.0388,-0.6196,-0.2355,0.9518,-0.5854,-0.1407,0.8893,-0.5932,-0.0098,0.8951,-1.3701,-0.4114,1.9027,-1.2020,-0.2687,1.7561,EX_PEAK
